N,method,seed,edge,rmse_edge
20,periodic,7,16,0.117214984882321
20,periodic,7,17,0.126682320918377
20,periodic,7,18,0.13726602257312
20,periodic,7,19,0.14826416959874
20,periodic,7,20,0.158980796467578
20,periodic,8,1,0.00323824445740724
20,periodic,8,2,0.0439031127224209
20,periodic,8,3,0.0473038659941676
20,periodic,8,4,0.0498362375990365
20,periodic,8,5,0.052014892370207
20,periodic,8,6,0.054747419010579
20,periodic,8,7,0.0588938856522335
20,periodic,8,8,0.064766706319137
20,periodic,8,9,0.0719092605683119
20,periodic,8,10,0.0794388396384962
20,periodic,8,11,0.0865185235384734
20,periodic,8,12,0.0926931806423763
20,periodic,8,13,0.098098096491709
20,periodic,8,14,0.103420995777278
20,periodic,8,15,0.109571843092261
20,periodic,8,16,0.117300379256552
20,periodic,8,17,0.126723618396092
20,periodic,8,18,0.137348075419137
20,periodic,8,19,0.148425598484768
20,periodic,8,20,0.159095760395233
20,periodic,9,1,0.00324902985890166
20,periodic,9,2,0.0439148814249542
20,periodic,9,3,0.047308006133544
20,periodic,9,4,0.049833782942439
20,periodic,9,5,0.05201326207301
20,periodic,9,6,0.0547453641736824
20,periodic,9,7,0.0589006939912747
20,periodic,9,8,0.064784103250961
20,periodic,9,9,0.071925661911918
20,periodic,9,10,0.0794467507618617
20,periodic,9,11,0.0865376298440963
20,periodic,9,12,0.0926933524882076
20,periodic,9,13,0.0981316919774103
20,periodic,9,14,0.103474924495361
20,periodic,9,15,0.109552269612897
20,periodic,9,16,0.117286567704362
20,periodic,9,17,0.126685600926624
20,periodic,9,18,0.137334044771853
20,periodic,9,19,0.148323504391856
20,periodic,9,20,0.158967277942478
20,periodic,10,1,0.00323715362013058
20,periodic,10,2,0.0438922323194451
20,periodic,10,3,0.0473197503755939
20,periodic,10,4,0.0498378848964473
20,periodic,10,5,0.0520114766595408
20,periodic,10,6,0.0547468022087684
20,periodic,10,7,0.0588995054303221
20,periodic,10,8,0.0647656321953493
20,periodic,10,9,0.0719277617320703
20,periodic,10,10,0.079444495463357
20,periodic,10,11,0.0865060101745078
20,periodic,10,12,0.0927040096102382
20,periodic,10,13,0.0981428606500108
20,periodic,10,14,0.103411530671642
20,periodic,10,15,0.109579799966755
20,periodic,10,16,0.1173105411944
20,periodic,10,17,0.126723264665634
20,periodic,10,18,0.137369612526444
20,periodic,10,19,0.148360522142059
20,periodic,10,20,0.159080156655891
20,periodic,11,1,0.00324446205772019
20,periodic,11,2,0.0439059501515806
20,periodic,11,3,0.0473138036522455
20,periodic,11,4,0.0498361752128847
20,periodic,11,5,0.0520104005366018
20,periodic,11,6,0.0547468083836392
20,periodic,11,7,0.0589042807792937
20,periodic,11,8,0.064765732594411
20,periodic,11,9,0.0719158097720422
20,periodic,11,10,0.0794571015576558
20,periodic,11,11,0.0865310193680902
20,periodic,11,12,0.0927098986685174
20,periodic,11,13,0.0980809852385557
20,periodic,11,14,0.103433502609209
20,periodic,11,15,0.109594892259984
20,periodic,11,16,0.117256489537116
20,periodic,11,17,0.12672564633666
20,periodic,11,18,0.137335918308513
20,periodic,11,19,0.148352908525714
20,periodic,11,20,0.159043887130553
20,periodic,12,1,0.00324481251460242
20,periodic,12,2,0.0439102195974785
20,periodic,12,3,0.0473024770193626
20,periodic,12,4,0.0498410821576295
20,periodic,12,5,0.0520123329773079
20,periodic,12,6,0.0547429688884459
20,periodic,12,7,0.0589023681956383
20,periodic,12,8,0.0647840653497847
20,periodic,12,9,0.0719008979431931
20,periodic,12,10,0.079467428222049
20,periodic,12,11,0.0865157870341481
20,periodic,12,12,0.0926981339347044
20,periodic,12,13,0.0981181221933891
20,periodic,12,14,0.103448479143607
20,periodic,12,15,0.10962451952643
20,periodic,12,16,0.117288394078199
20,periodic,12,17,0.126759581137159
20,periodic,12,18,0.137415616523307
20,periodic,12,19,0.148443658995134
20,periodic,12,20,0.159174192036054
20,periodic,13,1,0.00323492097791236
20,periodic,13,2,0.0438926696049024
20,periodic,13,3,0.0473160637498726
20,periodic,13,4,0.0498373260285023
20,periodic,13,5,0.0520116752442127
20,periodic,13,6,0.054749507698541
20,periodic,13,7,0.058899427926242
20,periodic,13,8,0.0647688610993108
20,periodic,13,9,0.071919409258356
20,periodic,13,10,0.0794357185265864
20,periodic,13,11,0.0865202986947775
20,periodic,13,12,0.0926672332111063
20,periodic,13,13,0.0980799348883127
20,periodic,13,14,0.103360793610814
20,periodic,13,15,0.109551142270168
20,periodic,13,16,0.11721837568267
20,periodic,13,17,0.126674797769789
20,periodic,13,18,0.137269380778911
20,periodic,13,19,0.148284091428663
20,periodic,13,20,0.15893792862305
20,periodic,14,1,0.00323905132541097
20,periodic,14,2,0.0439028420498897
20,periodic,14,3,0.047307104143178
20,periodic,14,4,0.0498330185630441
20,periodic,14,5,0.0520170201620452
20,periodic,14,6,0.0547449390450449
20,periodic,14,7,0.0589055295619413
20,periodic,14,8,0.064774541100885
20,periodic,14,9,0.0719119624673864
20,periodic,14,10,0.0794500263676396
20,periodic,14,11,0.0864979182402155
20,periodic,14,12,0.0927099492990305
20,periodic,14,13,0.0980868168079016
20,periodic,14,14,0.10342600727899
20,periodic,14,15,0.109519882073345
20,periodic,14,16,0.117280109896298
20,periodic,14,17,0.126665128763134
20,periodic,14,18,0.137349087296907
20,periodic,14,19,0.148331330237283
20,periodic,14,20,0.159036203732447
20,periodic,15,1,0.00323367435926161
20,periodic,15,2,0.0438909982873182
20,periodic,15,3,0.0473125475874653
20,periodic,15,4,0.0498414419321413
20,periodic,15,5,0.0520126248790711
20,periodic,15,6,0.0547454939938289
20,periodic,15,7,0.0589062534106877
20,periodic,15,8,0.0647751991090278
20,periodic,15,9,0.0719214490416944
20,periodic,15,10,0.0794397321117466
20,periodic,15,11,0.086507047867275
20,periodic,15,12,0.0927143460583011
20,periodic,15,13,0.0980828935387567
20,periodic,15,14,0.103411669612094
20,periodic,15,15,0.1095553015631
20,periodic,15,16,0.117269560520115
20,periodic,15,17,0.126652818525341
20,periodic,15,18,0.137275982353023
20,periodic,15,19,0.148269008238231
20,periodic,15,20,0.158929086551415
20,periodic,16,1,0.00324735375205452
20,periodic,16,2,0.0439123779903294
20,periodic,16,3,0.0473080335336837
20,periodic,16,4,0.0498339212449201
20,periodic,16,5,0.0520142475713163
20,periodic,16,6,0.0547463297226413
20,periodic,16,7,0.0588965250074899
20,periodic,16,8,0.0647824350942387
20,periodic,16,9,0.0719158125493389
20,periodic,16,10,0.0794329417538911
20,periodic,16,11,0.0865505144226628
20,periodic,16,12,0.0927173359533466
20,periodic,16,13,0.0981024247113764
20,periodic,16,14,0.103453191764096
20,periodic,16,15,0.109577855879168
20,periodic,16,16,0.11730059127987
20,periodic,16,17,0.12672261374112
20,periodic,16,18,0.137396778640332
20,periodic,16,19,0.148419297224813
20,periodic,16,20,0.159092652747074
20,periodic,17,1,0.00324532554796785
20,periodic,17,2,0.0439090487943047
20,periodic,17,3,0.0473059953070887
20,periodic,17,4,0.0498396697645772
20,periodic,17,5,0.0520140203181023
20,periodic,17,6,0.0547460394815708
20,periodic,17,7,0.0589034239425885
20,periodic,17,8,0.0647776957658006
20,periodic,17,9,0.0719224294751561
20,periodic,17,10,0.0794367923576006
20,periodic,17,11,0.0865125952947873
20,periodic,17,12,0.0927228830044926
20,periodic,17,13,0.0980870157804071
20,periodic,17,14,0.103446474241614
20,periodic,17,15,0.109611913808445
20,periodic,17,16,0.11727951076657
20,periodic,17,17,0.126743751206039
20,periodic,17,18,0.13739403671808
20,periodic,17,19,0.148425287017723
20,periodic,17,20,0.159122123271413
20,periodic,18,1,0.0032380272551439
20,periodic,18,2,0.0438990977749397
20,periodic,18,3,0.0473129439152246
20,periodic,18,4,0.0498324627445818
20,periodic,18,5,0.0520154672167691
20,periodic,18,6,0.054747075159816
20,periodic,18,7,0.0589048765013497
20,periodic,18,8,0.0647728085746452
20,periodic,18,9,0.0719333366893332
20,periodic,18,10,0.0794394854664695
20,periodic,18,11,0.0864956961232742
20,periodic,18,12,0.0926833751128321
20,periodic,18,13,0.0980945577150861
20,periodic,18,14,0.103401953649293
20,periodic,18,15,0.109503319547235
20,periodic,18,16,0.117206917348893
20,periodic,18,17,0.126608652206494
20,periodic,18,18,0.137246959299479
20,periodic,18,19,0.148269132531353
20,periodic,18,20,0.158879325776856
20,periodic,19,1,0.00324781167098207
20,periodic,19,2,0.0439162631286406
20,periodic,19,3,0.0473014740640779
20,periodic,19,4,0.049837523778602
20,periodic,19,5,0.0520133417484004
20,periodic,19,6,0.0547467304483421
20,periodic,19,7,0.058898964400809
20,periodic,19,8,0.0647780757146282
20,periodic,19,9,0.0719264268532607
20,periodic,19,10,0.0794644994373539
20,periodic,19,11,0.0865382726001542
20,periodic,19,12,0.0926827984517695
20,periodic,19,13,0.0981045020403647
20,periodic,19,14,0.103419238654287
20,periodic,19,15,0.109548053482794
20,periodic,19,16,0.117237099632438
20,periodic,19,17,0.126674387101833
20,periodic,19,18,0.137274303290198
20,periodic,19,19,0.14828975773372
20,periodic,19,20,0.158944243303686
20,dynamic_dual,0,1,0.0108030123588915
20,dynamic_dual,0,2,0.0423541279393483
20,dynamic_dual,0,3,0.046064306766505
20,dynamic_dual,0,4,0.048732838938133
20,dynamic_dual,0,5,0.0505508644927314
20,dynamic_dual,0,6,0.0539850617231458
20,dynamic_dual,0,7,0.0576599107162291
20,dynamic_dual,0,8,0.0631984523743358
20,dynamic_dual,0,9,0.0705726396985755
20,dynamic_dual,0,10,0.079092723997654
20,dynamic_dual,0,11,0.0868926626278189
20,dynamic_dual,0,12,0.093696549552499
20,dynamic_dual,0,13,0.100634290756872
20,dynamic_dual,0,14,0.105690961798534
20,dynamic_dual,0,15,0.112131971905044
20,dynamic_dual,0,16,0.120381008406683
20,dynamic_dual,0,17,0.130840791767842
20,dynamic_dual,0,18,0.141799208276719
20,dynamic_dual,0,19,0.15362931562563
20,dynamic_dual,0,20,0.164890666111534
20,dynamic_dual,1,1,0.0107917718367735
20,dynamic_dual,1,2,0.0424037432912113
20,dynamic_dual,1,3,0.0458773427721479
20,dynamic_dual,1,4,0.0492696117643565
20,dynamic_dual,1,5,0.0504938507785235
20,dynamic_dual,1,6,0.0530358060202502
20,dynamic_dual,1,7,0.0571981711489593
20,dynamic_dual,1,8,0.0639905194186024
20,dynamic_dual,1,9,0.0708490528124318
20,dynamic_dual,1,10,0.0790339751163831
20,dynamic_dual,1,11,0.0873909741132701
20,dynamic_dual,1,12,0.0943021219332534
20,dynamic_dual,1,13,0.100754034784182
20,dynamic_dual,1,14,0.105676799665222
20,dynamic_dual,1,15,0.1121629675643
20,dynamic_dual,1,16,0.120385261500651
20,dynamic_dual,1,17,0.130518632105786
20,dynamic_dual,1,18,0.142219686606899
20,dynamic_dual,1,19,0.153575037980179
20,dynamic_dual,1,20,0.165034676645412
20,dynamic_dual,2,1,0.00963289882529225
20,dynamic_dual,2,2,0.0422856415698622
20,dynamic_dual,2,3,0.0459015193711676
20,dynamic_dual,2,4,0.0483126161284383
20,dynamic_dual,2,5,0.0502898775306915
20,dynamic_dual,2,6,0.0528006172793993
20,dynamic_dual,2,7,0.0572227423345316
20,dynamic_dual,2,8,0.0636997723825135
20,dynamic_dual,2,9,0.0709753458823855
20,dynamic_dual,2,10,0.079118675308371
20,dynamic_dual,2,11,0.0868518251226386
20,dynamic_dual,2,12,0.0936635044181414
20,dynamic_dual,2,13,0.0997636546687264
20,dynamic_dual,2,14,0.105374610601751
20,dynamic_dual,2,15,0.111944633939191
20,dynamic_dual,2,16,0.120183104886191
20,dynamic_dual,2,17,0.13044298177474
20,dynamic_dual,2,18,0.142010267574267
20,dynamic_dual,2,19,0.153927591337116
20,dynamic_dual,2,20,0.165427940264987
20,dynamic_dual,3,1,0.0107935503870102
20,dynamic_dual,3,2,0.0424027848211392
20,dynamic_dual,3,3,0.045871930433473
20,dynamic_dual,3,4,0.0488933381808254
20,dynamic_dual,3,5,0.0508205512810094
20,dynamic_dual,3,6,0.0535350724625168
20,dynamic_dual,3,7,0.0577459369318483
20,dynamic_dual,3,8,0.0630755623003544
20,dynamic_dual,3,9,0.07067456791799
20,dynamic_dual,3,10,0.0791251352533772
20,dynamic_dual,3,11,0.0871083273847879
20,dynamic_dual,3,12,0.0946562933869532
20,dynamic_dual,3,13,0.100292183528011
20,dynamic_dual,3,14,0.105517294781681
20,dynamic_dual,3,15,0.112285732145024
20,dynamic_dual,3,16,0.12060130399019
20,dynamic_dual,3,17,0.130937344997736
20,dynamic_dual,3,18,0.142041438972279
20,dynamic_dual,3,19,0.154071602177203
20,dynamic_dual,3,20,0.165416555242704
20,dynamic_dual,4,1,0.0108024177047251
20,dynamic_dual,4,2,0.0421048798951396
20,dynamic_dual,4,3,0.045794858870258
20,dynamic_dual,4,4,0.0484315795387153
20,dynamic_dual,4,5,0.0508793620514197
20,dynamic_dual,4,6,0.0529932224015569
20,dynamic_dual,4,7,0.0573298168332102
20,dynamic_dual,4,8,0.0637276460901368
20,dynamic_dual,4,9,0.0702864706572479
20,dynamic_dual,4,10,0.0787837844971463
20,dynamic_dual,4,11,0.0867495973222313
20,dynamic_dual,4,12,0.0941725839457702
20,dynamic_dual,4,13,0.0999915330331983
20,dynamic_dual,4,14,0.105388434905983
20,dynamic_dual,4,15,0.111985914211658
20,dynamic_dual,4,16,0.120260699945972
20,dynamic_dual,4,17,0.130357457410532
20,dynamic_dual,4,18,0.14214968008546
20,dynamic_dual,4,19,0.153401897966619
20,dynamic_dual,4,20,0.16548325786129
20,dynamic_dual,5,1,0.0108195375628316
20,dynamic_dual,5,2,0.0423345195498324
20,dynamic_dual,5,3,0.0455918391764657
20,dynamic_dual,5,4,0.0484641616160022
20,dynamic_dual,5,5,0.0506944675871714
20,dynamic_dual,5,6,0.0532482943546416
20,dynamic_dual,5,7,0.057627326069296
20,dynamic_dual,5,8,0.0632955739294597
20,dynamic_dual,5,9,0.0704202064805043
20,dynamic_dual,5,10,0.0786486265278552
20,dynamic_dual,5,11,0.0867070946911886
20,dynamic_dual,5,12,0.0943416875487004
20,dynamic_dual,5,13,0.100012380715387
20,dynamic_dual,5,14,0.105892231642805
20,dynamic_dual,5,15,0.112081677092249
20,dynamic_dual,5,16,0.119929668736689
20,dynamic_dual,5,17,0.130371624968139
20,dynamic_dual,5,18,0.142394687871265
20,dynamic_dual,5,19,0.153995630105795
20,dynamic_dual,5,20,0.165328535417787
20,dynamic_dual,6,1,0.0108028709563619
20,dynamic_dual,6,2,0.0423824103161762
20,dynamic_dual,6,3,0.0459887300873084
20,dynamic_dual,6,4,0.0487799932750747
20,dynamic_dual,6,5,0.0501667412313658
20,dynamic_dual,6,6,0.0528377259213506
20,dynamic_dual,6,7,0.0571708800698231
20,dynamic_dual,6,8,0.0634210888131437
20,dynamic_dual,6,9,0.0696756087013838
20,dynamic_dual,6,10,0.0786188526214454
20,dynamic_dual,6,11,0.0870457145456894
20,dynamic_dual,6,12,0.0940819070056337
20,dynamic_dual,6,13,0.0996578294331547
20,dynamic_dual,6,14,0.105512516424953
20,dynamic_dual,6,15,0.111784909314023
20,dynamic_dual,6,16,0.120184066556899
20,dynamic_dual,6,17,0.130184808867492
20,dynamic_dual,6,18,0.141973886526121
20,dynamic_dual,6,19,0.15381352611193
20,dynamic_dual,6,20,0.164649237562627
20,dynamic_dual,7,1,0.0108302047955227
20,dynamic_dual,7,2,0.0423400291921885
20,dynamic_dual,7,3,0.0456194917381528
20,dynamic_dual,7,4,0.0485354635554995
20,dynamic_dual,7,5,0.0503646004191174
20,dynamic_dual,7,6,0.0533994182525365
20,dynamic_dual,7,7,0.0572306084143905
20,dynamic_dual,7,8,0.064077043133612
20,dynamic_dual,7,9,0.0707716130898057
20,dynamic_dual,7,10,0.0797365935887238
20,dynamic_dual,7,11,0.0868103133342912
20,dynamic_dual,7,12,0.0946411238778697
20,dynamic_dual,7,13,0.100337595757143
20,dynamic_dual,7,14,0.106412049266394
20,dynamic_dual,7,15,0.112036017921351
20,dynamic_dual,7,16,0.120377083005724
20,dynamic_dual,7,17,0.131198786731671
20,dynamic_dual,7,18,0.142786186960993
20,dynamic_dual,7,19,0.154703615331888
20,dynamic_dual,7,20,0.166072790851512
20,dynamic_dual,8,1,0.0108053003619194
20,dynamic_dual,8,2,0.0420555043895134
20,dynamic_dual,8,3,0.0457409514839474
20,dynamic_dual,8,4,0.0489484223102131
20,dynamic_dual,8,5,0.0508390222707046
20,dynamic_dual,8,6,0.0531495469579056
20,dynamic_dual,8,7,0.0578299807990079
20,dynamic_dual,8,8,0.063716093387343
20,dynamic_dual,8,9,0.0703936561696175
20,dynamic_dual,8,10,0.079279953991924
20,dynamic_dual,8,11,0.0876103065910152
20,dynamic_dual,8,12,0.0950465619979782
20,dynamic_dual,8,13,0.0998887138761032
20,dynamic_dual,8,14,0.105957620508613
20,dynamic_dual,8,15,0.112117666081466
20,dynamic_dual,8,16,0.120159099132029
20,dynamic_dual,8,17,0.130988640793276
20,dynamic_dual,8,18,0.142231336382791
20,dynamic_dual,8,19,0.153640971691274
20,dynamic_dual,8,20,0.165342882714034
20,dynamic_dual,9,1,0.0102475910484708
20,dynamic_dual,9,2,0.0423151570405362
20,dynamic_dual,9,3,0.0460814851854623
20,dynamic_dual,9,4,0.0484169960066113
20,dynamic_dual,9,5,0.0507912327225793
20,dynamic_dual,9,6,0.0534968252967396
20,dynamic_dual,9,7,0.057870870069335
20,dynamic_dual,9,8,0.0633826824094312
20,dynamic_dual,9,9,0.0707339128135692
20,dynamic_dual,9,10,0.0789453205900202
20,dynamic_dual,9,11,0.0872312836341269
20,dynamic_dual,9,12,0.0941155423849139
20,dynamic_dual,9,13,0.0999027653124744
20,dynamic_dual,9,14,0.105667641727868
20,dynamic_dual,9,15,0.111732478220652
20,dynamic_dual,9,16,0.119933640928357
20,dynamic_dual,9,17,0.130261575773218
20,dynamic_dual,9,18,0.141272078129238
20,dynamic_dual,9,19,0.153663236850111
20,dynamic_dual,9,20,0.164771382735305
20,dynamic_dual,10,1,0.0107751762722069
20,dynamic_dual,10,2,0.0423575158025146
20,dynamic_dual,10,3,0.0460814479850996
20,dynamic_dual,10,4,0.0484564553918188
20,dynamic_dual,10,5,0.0507966975610885
20,dynamic_dual,10,6,0.0539478074148916
20,dynamic_dual,10,7,0.057415717634858
20,dynamic_dual,10,8,0.0633446981966047
20,dynamic_dual,10,9,0.070172572161104
20,dynamic_dual,10,10,0.0790279383936783
20,dynamic_dual,10,11,0.0870809536382795
20,dynamic_dual,10,12,0.0946382859440388
20,dynamic_dual,10,13,0.0998171968448026
20,dynamic_dual,10,14,0.105363096919461
20,dynamic_dual,10,15,0.111962697898199
20,dynamic_dual,10,16,0.120268009982333
20,dynamic_dual,10,17,0.130646266432847
20,dynamic_dual,10,18,0.142394489201187
20,dynamic_dual,10,19,0.153749796511709
20,dynamic_dual,10,20,0.165079786628719
20,dynamic_dual,11,1,0.0108191890714438
20,dynamic_dual,11,2,0.0423322642250659
20,dynamic_dual,11,3,0.0455955895004466
20,dynamic_dual,11,4,0.048420250877432
20,dynamic_dual,11,5,0.0501211986841641
20,dynamic_dual,11,6,0.053063265552424
20,dynamic_dual,11,7,0.0572457765001689
20,dynamic_dual,11,8,0.0634651301008933
20,dynamic_dual,11,9,0.0700677164687038
20,dynamic_dual,11,10,0.0790100496374053
20,dynamic_dual,11,11,0.0869128498774727
20,dynamic_dual,11,12,0.0935226481714124
20,dynamic_dual,11,13,0.0998724963804477
20,dynamic_dual,11,14,0.105443564093572
20,dynamic_dual,11,15,0.111685536059031
20,dynamic_dual,11,16,0.120075337918555
20,dynamic_dual,11,17,0.13067171501256
20,dynamic_dual,11,18,0.141684391856721
20,dynamic_dual,11,19,0.153997154052583
20,dynamic_dual,11,20,0.16525949225942
20,dynamic_dual,12,1,0.0108063070913421
20,dynamic_dual,12,2,0.0421097150114046
20,dynamic_dual,12,3,0.0462942021542719
20,dynamic_dual,12,4,0.048111938653621
20,dynamic_dual,12,5,0.0510748161543621
20,dynamic_dual,12,6,0.0537917590087886
20,dynamic_dual,12,7,0.0575817808983269
20,dynamic_dual,12,8,0.0639474317632276
20,dynamic_dual,12,9,0.0703048985472683
20,dynamic_dual,12,10,0.0795684356121128
20,dynamic_dual,12,11,0.0878164177900204
20,dynamic_dual,12,12,0.0952596570735295
20,dynamic_dual,12,13,0.100566664500241
20,dynamic_dual,12,14,0.105881906139898
20,dynamic_dual,12,15,0.112737619564541
20,dynamic_dual,12,16,0.120596558712509
20,dynamic_dual,12,17,0.131462106047708
20,dynamic_dual,12,18,0.142762361096341
20,dynamic_dual,12,19,0.154307103803879
20,dynamic_dual,12,20,0.165837174238131
20,dynamic_dual,13,1,0.0108026991860629
20,dynamic_dual,13,2,0.0422666368157694
20,dynamic_dual,13,3,0.0464026383238635
20,dynamic_dual,13,4,0.0487371331602888
20,dynamic_dual,13,5,0.0504509652976141
20,dynamic_dual,13,6,0.0534096110121811
20,dynamic_dual,13,7,0.0573074164544199
20,dynamic_dual,13,8,0.0638270604590606
20,dynamic_dual,13,9,0.0704342590015256
20,dynamic_dual,13,10,0.0792456987076023
20,dynamic_dual,13,11,0.0873094649052609
20,dynamic_dual,13,12,0.0943452799216882
20,dynamic_dual,13,13,0.100260289818697
20,dynamic_dual,13,14,0.105611133383364
20,dynamic_dual,13,15,0.111931230332406
20,dynamic_dual,13,16,0.120278716105526
20,dynamic_dual,13,17,0.13058319937942
20,dynamic_dual,13,18,0.141880980737216
20,dynamic_dual,13,19,0.154163960802724
20,dynamic_dual,13,20,0.165245807428236
20,dynamic_dual,14,1,0.0107803181752194
20,dynamic_dual,14,2,0.0422751329814499
20,dynamic_dual,14,3,0.0461958219629924
20,dynamic_dual,14,4,0.0488740734280294
20,dynamic_dual,14,5,0.0508746821349411
20,dynamic_dual,14,6,0.0534759893685188
20,dynamic_dual,14,7,0.0580939323069301
20,dynamic_dual,14,8,0.0636180377222475
20,dynamic_dual,14,9,0.071032102683753
20,dynamic_dual,14,10,0.0792419592821089
20,dynamic_dual,14,11,0.0878244821289982
20,dynamic_dual,14,12,0.0949060869269691
20,dynamic_dual,14,13,0.100562670038756
20,dynamic_dual,14,14,0.105604495695773
20,dynamic_dual,14,15,0.112400158479032
20,dynamic_dual,14,16,0.121021752274633
20,dynamic_dual,14,17,0.130764216768259
20,dynamic_dual,14,18,0.142947903229806
20,dynamic_dual,14,19,0.154410878365094
20,dynamic_dual,14,20,0.16560739103137
20,dynamic_dual,15,1,0.0108406751605872
20,dynamic_dual,15,2,0.0420958459904124
20,dynamic_dual,15,3,0.0457124893314955
20,dynamic_dual,15,4,0.0490350832949188
20,dynamic_dual,15,5,0.0504953349910522
20,dynamic_dual,15,6,0.0536662613233234
20,dynamic_dual,15,7,0.0573346551567466
20,dynamic_dual,15,8,0.0636523505047994
20,dynamic_dual,15,9,0.0700285011999685
20,dynamic_dual,15,10,0.0793847133779033
20,dynamic_dual,15,11,0.0872544454106575
20,dynamic_dual,15,12,0.0945622398662389
20,dynamic_dual,15,13,0.100202189142341
20,dynamic_dual,15,14,0.105619466456165
20,dynamic_dual,15,15,0.112216413810792
20,dynamic_dual,15,16,0.120156904922894
20,dynamic_dual,15,17,0.130963145022809
20,dynamic_dual,15,18,0.141865488601063
20,dynamic_dual,15,19,0.154259659264359
20,dynamic_dual,15,20,0.165381186499904
20,dynamic_dual,16,1,0.00975553453319729
20,dynamic_dual,16,2,0.042730032946354
20,dynamic_dual,16,3,0.0459453158009534
20,dynamic_dual,16,4,0.0484244418739291
20,dynamic_dual,16,5,0.0508602656260759
20,dynamic_dual,16,6,0.0530063513428433
20,dynamic_dual,16,7,0.0573035804797301
20,dynamic_dual,16,8,0.0631111734758275
20,dynamic_dual,16,9,0.0703261606428454
20,dynamic_dual,16,10,0.0792708223643217
20,dynamic_dual,16,11,0.0876399502289872
20,dynamic_dual,16,12,0.0940248623824373
20,dynamic_dual,16,13,0.100095901539141
20,dynamic_dual,16,14,0.105478085948426
20,dynamic_dual,16,15,0.112115096544484
20,dynamic_dual,16,16,0.119863466773523
20,dynamic_dual,16,17,0.130523332169983
20,dynamic_dual,16,18,0.141740552610597
20,dynamic_dual,16,19,0.153812336337361
20,dynamic_dual,16,20,0.164968762253258
20,dynamic_dual,17,1,0.010807061458051
20,dynamic_dual,17,2,0.0421051603869523
20,dynamic_dual,17,3,0.0457445730268798
20,dynamic_dual,17,4,0.0486886941416228
20,dynamic_dual,17,5,0.0509717064998916
20,dynamic_dual,17,6,0.052782244682835
20,dynamic_dual,17,7,0.0576137437197126
20,dynamic_dual,17,8,0.0634401763483359
20,dynamic_dual,17,9,0.0700845214858175
20,dynamic_dual,17,10,0.0790336132125545
20,dynamic_dual,17,11,0.0876450835252092
20,dynamic_dual,17,12,0.0943131873260011
20,dynamic_dual,17,13,0.100317066905771
20,dynamic_dual,17,14,0.10577750135045
20,dynamic_dual,17,15,0.111486546043047
20,dynamic_dual,17,16,0.120061460074131
20,dynamic_dual,17,17,0.130134081604672
20,dynamic_dual,17,18,0.142436799947109
20,dynamic_dual,17,19,0.153643372569929
20,dynamic_dual,17,20,0.165307106034786
20,dynamic_dual,18,1,0.0108051928706814
20,dynamic_dual,18,2,0.0425498466581472
20,dynamic_dual,18,3,0.0460878066441073
20,dynamic_dual,18,4,0.0486184259741616
20,dynamic_dual,18,5,0.0510407835291477
20,dynamic_dual,18,6,0.0538105458343871
20,dynamic_dual,18,7,0.057914505397516
20,dynamic_dual,18,8,0.0634535685686284
20,dynamic_dual,18,9,0.0702882198890787
20,dynamic_dual,18,10,0.0797594477938979
20,dynamic_dual,18,11,0.0878998029423154
20,dynamic_dual,18,12,0.0946096871878647
20,dynamic_dual,18,13,0.0999347817030468
20,dynamic_dual,18,14,0.105741805985156
20,dynamic_dual,18,15,0.112002439787002
20,dynamic_dual,18,16,0.120534682214906
20,dynamic_dual,18,17,0.130395481278026
20,dynamic_dual,18,18,0.142172782805488
20,dynamic_dual,18,19,0.154305931919664
20,dynamic_dual,18,20,0.165888033353438
20,dynamic_dual,19,1,0.0100156022865043
20,dynamic_dual,19,2,0.0423398569664898
20,dynamic_dual,19,3,0.0456057743192603
20,dynamic_dual,19,4,0.048248265598389
20,dynamic_dual,19,5,0.0509032837459595
20,dynamic_dual,19,6,0.0535983973488485
20,dynamic_dual,19,7,0.0570222259542257
20,dynamic_dual,19,8,0.0632889960356908
20,dynamic_dual,19,9,0.0701918690579448
20,dynamic_dual,19,10,0.0792394392434757
20,dynamic_dual,19,11,0.0869161589741999
20,dynamic_dual,19,12,0.0945506025953254
20,dynamic_dual,19,13,0.0995452741758866
20,dynamic_dual,19,14,0.10512572102102
20,dynamic_dual,19,15,0.111888736115598
20,dynamic_dual,19,16,0.119990426261316
20,dynamic_dual,19,17,0.130391596258293
20,dynamic_dual,19,18,0.141483799367402
20,dynamic_dual,19,19,0.15398931097375
20,dynamic_dual,19,20,0.165136320744107
