N,method,seed,edge,rmse_edge
15,periodic,4,14,0.103390882509502
15,periodic,4,15,0.109544519962848
15,periodic,5,1,0.0032447261668663
15,periodic,5,2,0.0439114280246634
15,periodic,5,3,0.0473001925120052
15,periodic,5,4,0.0498435915373661
15,periodic,5,5,0.0520109839382698
15,periodic,5,6,0.0547462451484514
15,periodic,5,7,0.0589003322537922
15,periodic,5,8,0.0647735133244774
15,periodic,5,9,0.0719143906892782
15,periodic,5,10,0.0794462544595693
15,periodic,5,11,0.0865190688758681
15,periodic,5,12,0.0926763096369487
15,periodic,5,13,0.0981165035321453
15,periodic,5,14,0.103427820003902
15,periodic,5,15,0.109559796558674
15,periodic,6,1,0.00323802966099493
15,periodic,6,2,0.0438962498249017
15,periodic,6,3,0.0473167216098407
15,periodic,6,4,0.0498325074620394
15,periodic,6,5,0.0520150918949919
15,periodic,6,6,0.0547447513570384
15,periodic,6,7,0.058904158512434
15,periodic,6,8,0.0647746751650763
15,periodic,6,9,0.07192005917669
15,periodic,6,10,0.0794443803079727
15,periodic,6,11,0.0865258464527434
15,periodic,6,12,0.0926868601997484
15,periodic,6,13,0.0981199520005845
15,periodic,6,14,0.103413962592707
15,periodic,6,15,0.109559645500532
15,periodic,7,1,0.00324686044111947
15,periodic,7,2,0.0439159912703561
15,periodic,7,3,0.0473004314856973
15,periodic,7,4,0.0498388553778737
15,periodic,7,5,0.0520124610590233
15,periodic,7,6,0.0547488309388715
15,periodic,7,7,0.0589035173730237
15,periodic,7,8,0.0647784207637324
15,periodic,7,9,0.0719089160444161
15,periodic,7,10,0.0794409395515508
15,periodic,7,11,0.0865187871591571
15,periodic,7,12,0.0926914695123475
15,periodic,7,13,0.0981101264754485
15,periodic,7,14,0.103402101048435
15,periodic,7,15,0.109520288279089
15,periodic,8,1,0.00323824445740724
15,periodic,8,2,0.0439031127224209
15,periodic,8,3,0.0473038659941676
15,periodic,8,4,0.0498362375990365
15,periodic,8,5,0.052014892370207
15,periodic,8,6,0.054747419010579
15,periodic,8,7,0.0588938856522335
15,periodic,8,8,0.064766706319137
15,periodic,8,9,0.0719092605683119
15,periodic,8,10,0.0794388396384962
15,periodic,8,11,0.0865185235384734
15,periodic,8,12,0.0926931806423763
15,periodic,8,13,0.098098096491709
15,periodic,8,14,0.103420995777278
15,periodic,8,15,0.109571843092261
15,periodic,9,1,0.00324902985890166
15,periodic,9,2,0.0439148814249542
15,periodic,9,3,0.047308006133544
15,periodic,9,4,0.049833782942439
15,periodic,9,5,0.05201326207301
15,periodic,9,6,0.0547453641736824
15,periodic,9,7,0.0589006939912747
15,periodic,9,8,0.064784103250961
15,periodic,9,9,0.071925661911918
15,periodic,9,10,0.0794467507618617
15,periodic,9,11,0.0865376298440963
15,periodic,9,12,0.0926933524882076
15,periodic,9,13,0.0981316919774103
15,periodic,9,14,0.103474924495361
15,periodic,9,15,0.109552269612897
15,periodic,10,1,0.00323715362013058
15,periodic,10,2,0.0438922323194451
15,periodic,10,3,0.0473197503755939
15,periodic,10,4,0.0498378848964473
15,periodic,10,5,0.0520114766595408
15,periodic,10,6,0.0547468022087684
15,periodic,10,7,0.0588995054303221
15,periodic,10,8,0.0647656321953493
15,periodic,10,9,0.0719277617320703
15,periodic,10,10,0.079444495463357
15,periodic,10,11,0.0865060101745078
15,periodic,10,12,0.0927040096102382
15,periodic,10,13,0.0981428606500108
15,periodic,10,14,0.103411530671642
15,periodic,10,15,0.109579799966755
15,periodic,11,1,0.00324446205772019
15,periodic,11,2,0.0439059501515806
15,periodic,11,3,0.0473138036522455
15,periodic,11,4,0.0498361752128847
15,periodic,11,5,0.0520104005366018
15,periodic,11,6,0.0547468083836392
15,periodic,11,7,0.0589042807792937
15,periodic,11,8,0.064765732594411
15,periodic,11,9,0.0719158097720422
15,periodic,11,10,0.0794571015576558
15,periodic,11,11,0.0865310193680902
15,periodic,11,12,0.0927098986685174
15,periodic,11,13,0.0980809852385557
15,periodic,11,14,0.103433502609209
15,periodic,11,15,0.109594892259984
15,periodic,12,1,0.00324481251460242
15,periodic,12,2,0.0439102195974785
15,periodic,12,3,0.0473024770193626
15,periodic,12,4,0.0498410821576295
15,periodic,12,5,0.0520123329773079
15,periodic,12,6,0.0547429688884459
15,periodic,12,7,0.0589023681956383
15,periodic,12,8,0.0647840653497847
15,periodic,12,9,0.0719008979431931
15,periodic,12,10,0.079467428222049
15,periodic,12,11,0.0865157870341481
15,periodic,12,12,0.0926981339347044
15,periodic,12,13,0.0981181221933891
15,periodic,12,14,0.103448479143607
15,periodic,12,15,0.10962451952643
15,periodic,13,1,0.00323492097791236
15,periodic,13,2,0.0438926696049024
15,periodic,13,3,0.0473160637498726
15,periodic,13,4,0.0498373260285023
15,periodic,13,5,0.0520116752442127
15,periodic,13,6,0.054749507698541
15,periodic,13,7,0.058899427926242
15,periodic,13,8,0.0647688610993108
15,periodic,13,9,0.071919409258356
15,periodic,13,10,0.0794357185265864
15,periodic,13,11,0.0865202986947775
15,periodic,13,12,0.0926672332111063
15,periodic,13,13,0.0980799348883127
15,periodic,13,14,0.103360793610814
15,periodic,13,15,0.109551142270168
15,periodic,14,1,0.00323905132541097
15,periodic,14,2,0.0439028420498897
15,periodic,14,3,0.047307104143178
15,periodic,14,4,0.0498330185630441
15,periodic,14,5,0.0520170201620452
15,periodic,14,6,0.0547449390450449
15,periodic,14,7,0.0589055295619413
15,periodic,14,8,0.064774541100885
15,periodic,14,9,0.0719119624673864
15,periodic,14,10,0.0794500263676396
15,periodic,14,11,0.0864979182402155
15,periodic,14,12,0.0927099492990305
15,periodic,14,13,0.0980868168079016
15,periodic,14,14,0.10342600727899
15,periodic,14,15,0.109519882073345
15,periodic,15,1,0.00323367435926161
15,periodic,15,2,0.0438909982873182
15,periodic,15,3,0.0473125475874653
15,periodic,15,4,0.0498414419321413
15,periodic,15,5,0.0520126248790711
15,periodic,15,6,0.0547454939938289
15,periodic,15,7,0.0589062534106877
15,periodic,15,8,0.0647751991090278
15,periodic,15,9,0.0719214490416944
15,periodic,15,10,0.0794397321117466
15,periodic,15,11,0.086507047867275
15,periodic,15,12,0.0927143460583011
15,periodic,15,13,0.0980828935387567
15,periodic,15,14,0.103411669612094
15,periodic,15,15,0.1095553015631
15,periodic,16,1,0.00324735375205452
15,periodic,16,2,0.0439123779903294
15,periodic,16,3,0.0473080335336837
15,periodic,16,4,0.0498339212449201
15,periodic,16,5,0.0520142475713163
15,periodic,16,6,0.0547463297226413
15,periodic,16,7,0.0588965250074899
15,periodic,16,8,0.0647824350942387
15,periodic,16,9,0.0719158125493389
15,periodic,16,10,0.0794329417538911
15,periodic,16,11,0.0865505144226628
15,periodic,16,12,0.0927173359533466
15,periodic,16,13,0.0981024247113764
15,periodic,16,14,0.103453191764096
15,periodic,16,15,0.109577855879168
15,periodic,17,1,0.00324532554796785
15,periodic,17,2,0.0439090487943047
15,periodic,17,3,0.0473059953070887
15,periodic,17,4,0.0498396697645772
15,periodic,17,5,0.0520140203181023
15,periodic,17,6,0.0547460394815708
15,periodic,17,7,0.0589034239425885
15,periodic,17,8,0.0647776957658006
15,periodic,17,9,0.0719224294751561
15,periodic,17,10,0.0794367923576006
15,periodic,17,11,0.0865125952947873
15,periodic,17,12,0.0927228830044926
15,periodic,17,13,0.0980870157804071
15,periodic,17,14,0.103446474241614
15,periodic,17,15,0.109611913808445
15,periodic,18,1,0.0032380272551439
15,periodic,18,2,0.0438990977749397
15,periodic,18,3,0.0473129439152246
15,periodic,18,4,0.0498324627445818
15,periodic,18,5,0.0520154672167691
15,periodic,18,6,0.054747075159816
15,periodic,18,7,0.0589048765013497
15,periodic,18,8,0.0647728085746452
15,periodic,18,9,0.0719333366893332
15,periodic,18,10,0.0794394854664695
15,periodic,18,11,0.0864956961232742
15,periodic,18,12,0.0926833751128321
15,periodic,18,13,0.0980945577150861
15,periodic,18,14,0.103401953649293
15,periodic,18,15,0.109503319547235
15,periodic,19,1,0.00324781167098207
15,periodic,19,2,0.0439162631286406
15,periodic,19,3,0.0473014740640779
15,periodic,19,4,0.049837523778602
15,periodic,19,5,0.0520133417484004
15,periodic,19,6,0.0547467304483421
15,periodic,19,7,0.058898964400809
15,periodic,19,8,0.0647780757146282
15,periodic,19,9,0.0719264268532607
15,periodic,19,10,0.0794644994373539
15,periodic,19,11,0.0865382726001542
15,periodic,19,12,0.0926827984517695
15,periodic,19,13,0.0981045020403647
15,periodic,19,14,0.103419238654287
15,periodic,19,15,0.109548053482794
15,dynamic_dual,0,1,0.0108030123588915
15,dynamic_dual,0,2,0.0423541279393483
15,dynamic_dual,0,3,0.046064306766505
15,dynamic_dual,0,4,0.048732838938133
15,dynamic_dual,0,5,0.0505508644927314
15,dynamic_dual,0,6,0.0539850617231458
15,dynamic_dual,0,7,0.0576599107162291
15,dynamic_dual,0,8,0.0631984523743358
15,dynamic_dual,0,9,0.0705726396985755
15,dynamic_dual,0,10,0.079092723997654
15,dynamic_dual,0,11,0.0868926626278189
15,dynamic_dual,0,12,0.093696549552499
15,dynamic_dual,0,13,0.100634290756872
15,dynamic_dual,0,14,0.105690961798534
15,dynamic_dual,0,15,0.112131971905044
15,dynamic_dual,1,1,0.0107917718367735
15,dynamic_dual,1,2,0.0424037432912113
15,dynamic_dual,1,3,0.0458773427721479
15,dynamic_dual,1,4,0.0492696117643565
15,dynamic_dual,1,5,0.0504938507785235
15,dynamic_dual,1,6,0.0530358060202502
15,dynamic_dual,1,7,0.0571981711489593
15,dynamic_dual,1,8,0.0639905194186024
15,dynamic_dual,1,9,0.0708490528124318
15,dynamic_dual,1,10,0.0790339751163831
15,dynamic_dual,1,11,0.0873909741132701
15,dynamic_dual,1,12,0.0943021219332534
15,dynamic_dual,1,13,0.100754034784182
15,dynamic_dual,1,14,0.105676799665222
15,dynamic_dual,1,15,0.1121629675643
15,dynamic_dual,2,1,0.00963289882529225
15,dynamic_dual,2,2,0.0422856415698622
15,dynamic_dual,2,3,0.0459015193711676
15,dynamic_dual,2,4,0.0483126161284383
15,dynamic_dual,2,5,0.0502898775306915
15,dynamic_dual,2,6,0.0528006172793993
15,dynamic_dual,2,7,0.0572227423345316
15,dynamic_dual,2,8,0.0636997723825135
15,dynamic_dual,2,9,0.0709753458823855
15,dynamic_dual,2,10,0.079118675308371
15,dynamic_dual,2,11,0.0868518251226386
15,dynamic_dual,2,12,0.0936635044181414
15,dynamic_dual,2,13,0.0997636546687264
15,dynamic_dual,2,14,0.105374610601751
15,dynamic_dual,2,15,0.111944633939191
15,dynamic_dual,3,1,0.0107935503870102
15,dynamic_dual,3,2,0.0424027848211392
15,dynamic_dual,3,3,0.045871930433473
15,dynamic_dual,3,4,0.0488933381808254
15,dynamic_dual,3,5,0.0508205512810094
15,dynamic_dual,3,6,0.0535350724625168
15,dynamic_dual,3,7,0.0577459369318483
15,dynamic_dual,3,8,0.0630755623003544
15,dynamic_dual,3,9,0.07067456791799
15,dynamic_dual,3,10,0.0791251352533772
15,dynamic_dual,3,11,0.0871083273847879
15,dynamic_dual,3,12,0.0946562933869532
15,dynamic_dual,3,13,0.100292183528011
15,dynamic_dual,3,14,0.105517294781681
15,dynamic_dual,3,15,0.112285732145024
15,dynamic_dual,4,1,0.0108024177047251
15,dynamic_dual,4,2,0.0421048798951396
15,dynamic_dual,4,3,0.045794858870258
15,dynamic_dual,4,4,0.0484315795387153
15,dynamic_dual,4,5,0.0508793620514197
15,dynamic_dual,4,6,0.0529932224015569
15,dynamic_dual,4,7,0.0573298168332102
15,dynamic_dual,4,8,0.0637276460901368
15,dynamic_dual,4,9,0.0702864706572479
15,dynamic_dual,4,10,0.0787837844971463
15,dynamic_dual,4,11,0.0867495973222313
15,dynamic_dual,4,12,0.0941725839457702
15,dynamic_dual,4,13,0.0999915330331983
15,dynamic_dual,4,14,0.105388434905983
15,dynamic_dual,4,15,0.111985914211658
15,dynamic_dual,5,1,0.0108195375628316
15,dynamic_dual,5,2,0.0423345195498324
15,dynamic_dual,5,3,0.0455918391764657
15,dynamic_dual,5,4,0.0484641616160022
15,dynamic_dual,5,5,0.0506944675871714
15,dynamic_dual,5,6,0.0532482943546416
15,dynamic_dual,5,7,0.057627326069296
15,dynamic_dual,5,8,0.0632955739294597
15,dynamic_dual,5,9,0.0704202064805043
15,dynamic_dual,5,10,0.0786486265278552
15,dynamic_dual,5,11,0.0867070946911886
15,dynamic_dual,5,12,0.0943416875487004
15,dynamic_dual,5,13,0.100012380715387
15,dynamic_dual,5,14,0.105892231642805
15,dynamic_dual,5,15,0.112081677092249
15,dynamic_dual,6,1,0.0108028709563619
15,dynamic_dual,6,2,0.0423824103161762
15,dynamic_dual,6,3,0.0459887300873084
15,dynamic_dual,6,4,0.0487799932750747
15,dynamic_dual,6,5,0.0501667412313658
15,dynamic_dual,6,6,0.0528377259213506
15,dynamic_dual,6,7,0.0571708800698231
15,dynamic_dual,6,8,0.0634210888131437
15,dynamic_dual,6,9,0.0696756087013838
15,dynamic_dual,6,10,0.0786188526214454
15,dynamic_dual,6,11,0.0870457145456894
15,dynamic_dual,6,12,0.0940819070056337
15,dynamic_dual,6,13,0.0996578294331547
15,dynamic_dual,6,14,0.105512516424953
15,dynamic_dual,6,15,0.111784909314023
15,dynamic_dual,7,1,0.0108302047955227
15,dynamic_dual,7,2,0.0423400291921885
15,dynamic_dual,7,3,0.0456194917381528
15,dynamic_dual,7,4,0.0485354635554995
15,dynamic_dual,7,5,0.0503646004191174
15,dynamic_dual,7,6,0.0533994182525365
15,dynamic_dual,7,7,0.0572306084143905
15,dynamic_dual,7,8,0.064077043133612
15,dynamic_dual,7,9,0.0707716130898057
15,dynamic_dual,7,10,0.0797365935887238
15,dynamic_dual,7,11,0.0868103133342912
15,dynamic_dual,7,12,0.0946411238778697
15,dynamic_dual,7,13,0.100337595757143
15,dynamic_dual,7,14,0.106412049266394
15,dynamic_dual,7,15,0.112036017921351
15,dynamic_dual,8,1,0.0108053003619194
15,dynamic_dual,8,2,0.0420555043895134
15,dynamic_dual,8,3,0.0457409514839474
15,dynamic_dual,8,4,0.0489484223102131
15,dynamic_dual,8,5,0.0508390222707046
15,dynamic_dual,8,6,0.0531495469579056
15,dynamic_dual,8,7,0.0578299807990079
15,dynamic_dual,8,8,0.063716093387343
15,dynamic_dual,8,9,0.0703936561696175
15,dynamic_dual,8,10,0.079279953991924
15,dynamic_dual,8,11,0.0876103065910152
15,dynamic_dual,8,12,0.0950465619979782
15,dynamic_dual,8,13,0.0998887138761032
15,dynamic_dual,8,14,0.105957620508613
15,dynamic_dual,8,15,0.112117666081466
15,dynamic_dual,9,1,0.0102475910484708
15,dynamic_dual,9,2,0.0423151570405362
15,dynamic_dual,9,3,0.0460814851854623
15,dynamic_dual,9,4,0.0484169960066113
15,dynamic_dual,9,5,0.0507912327225793
15,dynamic_dual,9,6,0.0534968252967396
15,dynamic_dual,9,7,0.057870870069335
15,dynamic_dual,9,8,0.0633826824094312
15,dynamic_dual,9,9,0.0707339128135692
15,dynamic_dual,9,10,0.0789453205900202
15,dynamic_dual,9,11,0.0872312836341269
15,dynamic_dual,9,12,0.0941155423849139
15,dynamic_dual,9,13,0.0999027653124744
15,dynamic_dual,9,14,0.105667641727868
15,dynamic_dual,9,15,0.111732478220652
15,dynamic_dual,10,1,0.0107751762722069
15,dynamic_dual,10,2,0.0423575158025146
15,dynamic_dual,10,3,0.0460814479850996
15,dynamic_dual,10,4,0.0484564553918188
15,dynamic_dual,10,5,0.0507966975610885
15,dynamic_dual,10,6,0.0539478074148916
15,dynamic_dual,10,7,0.057415717634858
15,dynamic_dual,10,8,0.0633446981966047
15,dynamic_dual,10,9,0.070172572161104
15,dynamic_dual,10,10,0.0790279383936783
15,dynamic_dual,10,11,0.0870809536382795
15,dynamic_dual,10,12,0.0946382859440388
15,dynamic_dual,10,13,0.0998171968448026
15,dynamic_dual,10,14,0.105363096919461
15,dynamic_dual,10,15,0.111962697898199
15,dynamic_dual,11,1,0.0108191890714438
15,dynamic_dual,11,2,0.0423322642250659
15,dynamic_dual,11,3,0.0455955895004466
15,dynamic_dual,11,4,0.048420250877432
15,dynamic_dual,11,5,0.0501211986841641
15,dynamic_dual,11,6,0.053063265552424
15,dynamic_dual,11,7,0.0572457765001689
15,dynamic_dual,11,8,0.0634651301008933
15,dynamic_dual,11,9,0.0700677164687038
15,dynamic_dual,11,10,0.0790100496374053
15,dynamic_dual,11,11,0.0869128498774727
15,dynamic_dual,11,12,0.0935226481714124
15,dynamic_dual,11,13,0.0998724963804477
15,dynamic_dual,11,14,0.105443564093572
15,dynamic_dual,11,15,0.111685536059031
15,dynamic_dual,12,1,0.0108063070913421
15,dynamic_dual,12,2,0.0421097150114046
15,dynamic_dual,12,3,0.0462942021542719
15,dynamic_dual,12,4,0.048111938653621
15,dynamic_dual,12,5,0.0510748161543621
15,dynamic_dual,12,6,0.0537917590087886
15,dynamic_dual,12,7,0.0575817808983269
15,dynamic_dual,12,8,0.0639474317632276
15,dynamic_dual,12,9,0.0703048985472683
15,dynamic_dual,12,10,0.0795684356121128
15,dynamic_dual,12,11,0.0878164177900204
15,dynamic_dual,12,12,0.0952596570735295
15,dynamic_dual,12,13,0.100566664500241
15,dynamic_dual,12,14,0.105881906139898
15,dynamic_dual,12,15,0.112737619564541
15,dynamic_dual,13,1,0.0108026991860629
15,dynamic_dual,13,2,0.0422666368157694
15,dynamic_dual,13,3,0.0464026383238635
15,dynamic_dual,13,4,0.0487371331602888
15,dynamic_dual,13,5,0.0504509652976141
15,dynamic_dual,13,6,0.0534096110121811
15,dynamic_dual,13,7,0.0573074164544199
15,dynamic_dual,13,8,0.0638270604590606
15,dynamic_dual,13,9,0.0704342590015256
15,dynamic_dual,13,10,0.0792456987076023
15,dynamic_dual,13,11,0.0873094649052609
15,dynamic_dual,13,12,0.0943452799216882
15,dynamic_dual,13,13,0.100260289818697
15,dynamic_dual,13,14,0.105611133383364
15,dynamic_dual,13,15,0.111931230332406
15,dynamic_dual,14,1,0.0107803181752194
15,dynamic_dual,14,2,0.0422751329814499
15,dynamic_dual,14,3,0.0461958219629924
15,dynamic_dual,14,4,0.0488740734280294
15,dynamic_dual,14,5,0.0508746821349411
15,dynamic_dual,14,6,0.0534759893685188
15,dynamic_dual,14,7,0.0580939323069301
15,dynamic_dual,14,8,0.0636180377222475
15,dynamic_dual,14,9,0.071032102683753
15,dynamic_dual,14,10,0.0792419592821089
15,dynamic_dual,14,11,0.0878244821289982
15,dynamic_dual,14,12,0.0949060869269691
15,dynamic_dual,14,13,0.100562670038756
15,dynamic_dual,14,14,0.105604495695773
15,dynamic_dual,14,15,0.112400158479032
15,dynamic_dual,15,1,0.0108406751605872
15,dynamic_dual,15,2,0.0420958459904124
15,dynamic_dual,15,3,0.0457124893314955
15,dynamic_dual,15,4,0.0490350832949188
15,dynamic_dual,15,5,0.0504953349910522
15,dynamic_dual,15,6,0.0536662613233234
15,dynamic_dual,15,7,0.0573346551567466
15,dynamic_dual,15,8,0.0636523505047994
15,dynamic_dual,15,9,0.0700285011999685
15,dynamic_dual,15,10,0.0793847133779033
15,dynamic_dual,15,11,0.0872544454106575
15,dynamic_dual,15,12,0.0945622398662389
15,dynamic_dual,15,13,0.100202189142341
15,dynamic_dual,15,14,0.105619466456165
15,dynamic_dual,15,15,0.112216413810792
15,dynamic_dual,16,1,0.00975553453319729
15,dynamic_dual,16,2,0.042730032946354
15,dynamic_dual,16,3,0.0459453158009534
15,dynamic_dual,16,4,0.0484244418739291
15,dynamic_dual,16,5,0.0508602656260759
15,dynamic_dual,16,6,0.0530063513428433
15,dynamic_dual,16,7,0.0573035804797301
15,dynamic_dual,16,8,0.0631111734758275
15,dynamic_dual,16,9,0.0703261606428454
15,dynamic_dual,16,10,0.0792708223643217
15,dynamic_dual,16,11,0.0876399502289872
15,dynamic_dual,16,12,0.0940248623824373
15,dynamic_dual,16,13,0.100095901539141
15,dynamic_dual,16,14,0.105478085948426
15,dynamic_dual,16,15,0.112115096544484
15,dynamic_dual,17,1,0.010807061458051
15,dynamic_dual,17,2,0.0421051603869523
15,dynamic_dual,17,3,0.0457445730268798
15,dynamic_dual,17,4,0.0486886941416228
15,dynamic_dual,17,5,0.0509717064998916
15,dynamic_dual,17,6,0.052782244682835
15,dynamic_dual,17,7,0.0576137437197126
15,dynamic_dual,17,8,0.0634401763483359
15,dynamic_dual,17,9,0.0700845214858175
15,dynamic_dual,17,10,0.0790336132125545
15,dynamic_dual,17,11,0.0876450835252092
15,dynamic_dual,17,12,0.0943131873260011
15,dynamic_dual,17,13,0.100317066905771
15,dynamic_dual,17,14,0.10577750135045
15,dynamic_dual,17,15,0.111486546043047
15,dynamic_dual,18,1,0.0108051928706814
15,dynamic_dual,18,2,0.0425498466581472
15,dynamic_dual,18,3,0.0460878066441073
15,dynamic_dual,18,4,0.0486184259741616
15,dynamic_dual,18,5,0.0510407835291477
15,dynamic_dual,18,6,0.0538105458343871
15,dynamic_dual,18,7,0.057914505397516
15,dynamic_dual,18,8,0.0634535685686284
15,dynamic_dual,18,9,0.0702882198890787
15,dynamic_dual,18,10,0.0797594477938979
15,dynamic_dual,18,11,0.0878998029423154
15,dynamic_dual,18,12,0.0946096871878647
15,dynamic_dual,18,13,0.0999347817030468
15,dynamic_dual,18,14,0.105741805985156
15,dynamic_dual,18,15,0.112002439787002
15,dynamic_dual,19,1,0.0100156022865043
15,dynamic_dual,19,2,0.0423398569664898
15,dynamic_dual,19,3,0.0456057743192603
15,dynamic_dual,19,4,0.048248265598389
15,dynamic_dual,19,5,0.0509032837459595
15,dynamic_dual,19,6,0.0535983973488485
15,dynamic_dual,19,7,0.0570222259542257
15,dynamic_dual,19,8,0.0632889960356908
15,dynamic_dual,19,9,0.0701918690579448
15,dynamic_dual,19,10,0.0792394392434757
15,dynamic_dual,19,11,0.0869161589741999
15,dynamic_dual,19,12,0.0945506025953254
15,dynamic_dual,19,13,0.0995452741758866
15,dynamic_dual,19,14,0.10512572102102
15,dynamic_dual,19,15,0.111888736115598
20,periodic,0,1,0.00323594547272502
20,periodic,0,2,0.043898322896765
20,periodic,0,3,0.0473030948777837
20,periodic,0,4,0.0498464417478302
20,periodic,0,5,0.0520112296074095
20,periodic,0,6,0.0547482833174907
20,periodic,0,7,0.0588991324709121
20,periodic,0,8,0.0647716702309321
20,periodic,0,9,0.0719125387823821
20,periodic,0,10,0.0794557176273685
20,periodic,0,11,0.0865353472579578
20,periodic,0,12,0.0926659193541755
20,periodic,0,13,0.0980969616076643
20,periodic,0,14,0.103409413924719
20,periodic,0,15,0.10950794350751
20,periodic,0,16,0.11722818391203
20,periodic,0,17,0.126596981187569
20,periodic,0,18,0.137225728009791
20,periodic,0,19,0.148244808677518
20,periodic,0,20,0.158905979838783
20,periodic,1,1,0.00324081037665139
20,periodic,1,2,0.0439075456652775
20,periodic,1,3,0.0472992846397781
20,periodic,1,4,0.049842669701939
20,periodic,1,5,0.0520129465489129
20,periodic,1,6,0.0547464363994978
20,periodic,1,7,0.0589031671173531
20,periodic,1,8,0.064776130827813
20,periodic,1,9,0.0719201622255707
20,periodic,1,10,0.07944388013069
20,periodic,1,11,0.0865297232908288
20,periodic,1,12,0.0926887117693801
20,periodic,1,13,0.0981098259827399
20,periodic,1,14,0.103386685298919
20,periodic,1,15,0.109576212904792
20,periodic,1,16,0.117221968479415
20,periodic,1,17,0.126668587715022
20,periodic,1,18,0.137268908625618
20,periodic,1,19,0.148291853519265
20,periodic,1,20,0.158912484852621
20,periodic,2,1,0.00324213636941864
20,periodic,2,2,0.0438991452267896
20,periodic,2,3,0.0473184268589455
20,periodic,2,4,0.0498356282697152
20,periodic,2,5,0.0520125860428388
20,periodic,2,6,0.0547451256543665
20,periodic,2,7,0.0589004833807284
20,periodic,2,8,0.0647672637292882
20,periodic,2,9,0.0719227778601874
20,periodic,2,10,0.0794456053548388
20,periodic,2,11,0.0865153553771255
20,periodic,2,12,0.0927140100647921
20,periodic,2,13,0.0981319348176006
20,periodic,2,14,0.103434536970677
20,periodic,2,15,0.109625451403243
20,periodic,2,16,0.117330775657476
20,periodic,2,17,0.126809652966075
20,periodic,2,18,0.137495209414786
20,periodic,2,19,0.148523155302261
20,periodic,2,20,0.159279632249696
20,periodic,3,1,0.00324168351284914
20,periodic,3,2,0.0439057434131709
20,periodic,3,3,0.0473043403197819
20,periodic,3,4,0.0498403536661561
20,periodic,3,5,0.0520138572092936
20,periodic,3,6,0.0547459936004535
20,periodic,3,7,0.0589087020914156
20,periodic,3,8,0.0647696544448922
20,periodic,3,9,0.0719129296844313
20,periodic,3,10,0.0794285537401805
20,periodic,3,11,0.0865239435846537
20,periodic,3,12,0.0926817616757094
20,periodic,3,13,0.0981059376261759
20,periodic,3,14,0.103441062166264
20,periodic,3,15,0.109568730950872
20,periodic,3,16,0.117308541098154
20,periodic,3,17,0.126734705405033
20,periodic,3,18,0.137330921303823
20,periodic,3,19,0.148391135615734
20,periodic,3,20,0.159056909155643
20,periodic,4,1,0.0032349710917912
20,periodic,4,2,0.0438958739964822
20,periodic,4,3,0.0473126986116346
20,periodic,4,4,0.0498340297872963
20,periodic,4,5,0.052013282830927
20,periodic,4,6,0.0547499520963644
20,periodic,4,7,0.0588956533572157
20,periodic,4,8,0.0647871947750634
20,periodic,4,9,0.0718991128868851
20,periodic,4,10,0.0794309391643311
20,periodic,4,11,0.0864985843648323
20,periodic,4,12,0.0926881459164883
20,periodic,4,13,0.0980573575319718
20,periodic,4,14,0.103390882509502
20,periodic,4,15,0.109544519962848
20,periodic,4,16,0.117181005385934
20,periodic,4,17,0.126627061542686
20,periodic,4,18,0.137201302121701
20,periodic,4,19,0.148230779390094
20,periodic,4,20,0.158846698778669
20,periodic,5,1,0.0032447261668663
20,periodic,5,2,0.0439114280246634
20,periodic,5,3,0.0473001925120052
20,periodic,5,4,0.0498435915373661
20,periodic,5,5,0.0520109839382698
20,periodic,5,6,0.0547462451484514
20,periodic,5,7,0.0589003322537922
20,periodic,5,8,0.0647735133244774
20,periodic,5,9,0.0719143906892782
20,periodic,5,10,0.0794462544595693
20,periodic,5,11,0.0865190688758681
20,periodic,5,12,0.0926763096369487
20,periodic,5,13,0.0981165035321453
20,periodic,5,14,0.103427820003902
20,periodic,5,15,0.109559796558674
20,periodic,5,16,0.117326448463746
20,periodic,5,17,0.126731908997372
20,periodic,5,18,0.137386324373708
20,periodic,5,19,0.148406061089577
20,periodic,5,20,0.159130819340277
20,periodic,6,1,0.00323802966099493
20,periodic,6,2,0.0438962498249017
20,periodic,6,3,0.0473167216098407
20,periodic,6,4,0.0498325074620394
20,periodic,6,5,0.0520150918949919
20,periodic,6,6,0.0547447513570384
20,periodic,6,7,0.058904158512434
20,periodic,6,8,0.0647746751650763
20,periodic,6,9,0.07192005917669
20,periodic,6,10,0.0794443803079727
20,periodic,6,11,0.0865258464527434
20,periodic,6,12,0.0926868601997484
20,periodic,6,13,0.0981199520005845
20,periodic,6,14,0.103413962592707
20,periodic,6,15,0.109559645500532
20,periodic,6,16,0.117261981078962
20,periodic,6,17,0.126701610734466
20,periodic,6,18,0.137338249892842
20,periodic,6,19,0.148308228808301
20,periodic,6,20,0.159003241969324
20,periodic,7,1,0.00324686044111947
20,periodic,7,2,0.0439159912703561
20,periodic,7,3,0.0473004314856973
20,periodic,7,4,0.0498388553778737
20,periodic,7,5,0.0520124610590233
20,periodic,7,6,0.0547488309388715
20,periodic,7,7,0.0589035173730237
20,periodic,7,8,0.0647784207637324
20,periodic,7,9,0.0719089160444161
20,periodic,7,10,0.0794409395515508
20,periodic,7,11,0.0865187871591571
20,periodic,7,12,0.0926914695123475
20,periodic,7,13,0.0981101264754485
20,periodic,7,14,0.103402101048435
20,periodic,7,15,0.109520288279089
